title,description,url,published_at,source,categories,sentiment
"Stephen A Smith slams Mamdani's policies, says his biggest fans 'are not people who pay bills every day'","Stephen A. Smith questioned where the money to fund New York City Mayor-elect Zohran Mamdani's ambitious initiatives would come from on Wednesday, saying the democratic socialist's biggest supporters ""are not people who pay bills every day."" While Smith noted on his ""Straight Shooter"" podcast that ...",https://www.foxnews.com/media/stephen-a-smith-slams-mamdanis-policies-says-his-biggest-fans-are-not-people-who-pay-bills-every-day,11/6/2025,Fox News,Media,Negative
