title,description,url,published_at,source,categories,sentiment,political_orientation
WATCH: Trump goes after Mamdani a day after NYC mayoral election,"President Trump said he'll ""take care"" of New York City after self-described democratic socialist Zohran Mandani won the city's mayoral election on Tuesday night.",https://abcnews.go.com/Politics/video/trump-after-mamdani-day-after-nyc-mayoral-election-127232598,2025-11-05,ABC News,Controversy,Negative,left
Mamdani slammed for jetting to 'luxury resort' for Puerto Rico conference during shutdown,"FIRST ON FOX: An Empire State Republican is criticizing New York City Mayor-elect Zohran Mamdani for his attendance at a conference in Puerto Rico, days after winning his race and during the longest government shutdown in U.S. history. ""If Zohran Mamdani is truly serious about helping working ...",https://www.foxnews.com/politics/mamdani-slammed-jetting-luxury-resort-puerto-rico-conference-during-shutdown,2025-11-06,Fox News,Controversy,Negative,right
Top Mamdani transition leader was heavily influenced by Soros network during Biden admin,"House Minority Leader Hakeem Jeffries, D-N.Y., took several question on New York City Mayor-elect Zohran Mamdani, addressing whether he thinks the self-proclaimed socialist is the future of the party. (Credit: Pool) Just hours after railing against the Democratic Party establishment in his victory ...",https://www.foxnews.com/politics/top-mamdani-transition-leader-heavily-influenced-soros-network-during-biden-admin,2025-11-06,Fox News,Controversy,Negative,right
ADL chief warns NYC mayor-elect Zohran Mamdani poses a 'clear and present danger' to Jewish community,Anti-Defamation League CEO Jonathan Greenblatt joins the 'Brian Kilmeade Show' to discuss Zohran Mamdani's victory in the New York City mayoral race and the group's concerns about his record. The head of the Anti-Defamation League (ADL) issued a warning to New Yorkers after Zohran Mamdani was ...,https://www.foxnews.com/media/adl-chief-warns-nyc-mayor-elect-zohran-mamdani-poses-clear-present-danger-jewish-community,2025-11-06,Fox News,Controversy,Negative,right
"Zohran Mamdani ally Linda Sarsour, NYC DSA pol threaten to root out pro-Israel 'corporate Democrats'","Activist made incendiary comments during panel called 'Colonialism, Resistance and Solidarity: Puerto Rico and Palestine' NEWYou can now listen to Fox News articles! called for the ouster of Israel-supporting ""corporate Democrats"" in fiery remarks Thursday at the SOMOS political ...",https://www.foxnews.com/politics/zohran-mamdani-ally-linda-sarsour-nyc-dsa-pol-threaten-root-pro-israel-corporate-democrats,2025-11-06,Fox News,Controversy,Negative,right
"Trump calls out Mamdani's 'very angry' acceptance speech, warns communism 'never worked anywhere'","President Donald Trump called out New York City Mayor-elect Zohran Mamdani's ""very angry"" acceptance speech, cautioning that communism has ""never worked."" Trump reacted to the results of the November off-year elections Wednesday on ""Special Report with Bret Baier."" Republicans Jack Ciattarelli and ...",https://www.foxnews.com/media/trump-calls-out-nyc-mayors-very-angry-acceptance-speech-after-recent-election-victory,2025-11-06,Fox News,Controversy,Negative,right
"Stephen A Smith slams Mamdani's policies, says his biggest fans 'are not people who pay bills every day'","Stephen A. Smith questioned where the money to fund New York City Mayor-elect Zohran Mamdani's ambitious initiatives would come from on Wednesday, saying the democratic socialist's biggest supporters ""are not people who pay bills every day."" While Smith noted on his ""Straight Shooter"" podcast that ...",https://www.foxnews.com/media/stephen-a-smith-slams-mamdanis-policies-says-his-biggest-fans-are-not-people-who-pay-bills-every-day,2025-11-06,Fox News,Controversy,Negative,right
Michael Ramirez cartoon on Zohran Mamdani and leftism in New York - The Washington Post,Michael Ramirez cartoon on Zohran Mamdani and leftism in New York.,https://www.washingtonpost.com/opinions/2025/11/06/michael-ramirez-cartoon-mamdani-nyc-left/,2025-11-06,The Washington Post,Controversy,Negative,left
ADL launches 'Mamdani Monitor' to track NYC Mayor-elect Zohran Mamdani over antisemitism concerns,"Anti-Defamation League CEO Jonathan Greenblatt joins the 'Brian Kilmeade Show' to discuss Zohran Mamdani's victory in the New York City mayoral race and the group's concerns about his record. The Anti-Defamation League, which tracks antisemitic activity across the country, launched a ""Mamdani ...",https://www.foxnews.com/politics/adl-launches-mamdani-monitor-track-nyc-mayor-elect-zohran-mamdani-over-antisemitism-concerns,2025-11-07,Fox News,Controversy,Negative,right
Patriots owner Robert Kraft calls Mamdani NYC election 'sad' and victory speech 'divisive',"Robert Kraft speaks to Fox News and OutKick about the New York City mayoral election result. Robert Kraft jokingly explained at a gathering of the Blue Square Alliance Against Hate on Thursday how the New York Jets are not one of his favorites, because he owns the rival New England Patriots. But he ...",https://www.foxnews.com/sports/patriots-owner-robert-kraft-calls-mamdani-nyc-election-sad-victory-speech-divisive,2025-11-07,Fox News,Controversy,Negative,right
Zohran Mamdani's victory party was anything but 'affordable' — with pricey cash bar charging $13 for beer,The steep prices at the party wasn't lost on critics of the democratic socialist.,https://nypost.com/2025/11/07/us-news/zohran-mamdanis-victory-party-was-anything-but-affordable-with-pricey-cash-bar-charging-13-for-beer/,2025-11-07,New York Post,Controversy,Negative,right
"Washington Post editorial says Mamdani 'drops the mask' after election win, offers 'seething' victory speech","CNN anchor Van Jones called out New York City mayor-elect Zohran Mamdani for his ""character switch"" during an intense victory speech on Tuesday. The Washington Post editorial board asserted that a ""new era of class warfare has begun"" in New York City after Mayor-elect Zohran Mamdani won last week's ...",https://www.foxnews.com/media/washington-post-editorial-says-mamdani-drops-mask-after-election-win-offers-seething-victory-speech,2025-11-08,Fox News,Controversy,Negative,right
Zohran Mamdani is an empty-suited scam artist. Here's how I know. | Letters,"This week's election of New York City Mayor Zohran Mamdani is the perfect example of ""empty suits and empty lies."" The democratic socialist sports a resume void of any meaningful accomplishments, any managerial experience and certainly any true service, i.e., military, police, or fire. His ...",https://www.yahoo.com/news/articles/zohran-mamdani-empty-suited-scam-140211223.html,2025-11-08,Yahoo,Controversy,Negative,left
Mamdani BLASTED over visit to Mosque linked to Hamas Sympathisers| Imam called Oct 7 'Silver Lining',"Just days after his historic win as New York City's first Muslim mayor-elect, Zohran Mamdani flew to Puerto Rico for the annual SOMOS political conference. His visit to a local mosque in San Juan, however, sparked backlash after reports linked the mosque to Hamas sympathisers and an imam who ...",https://www.onenewspage.com/video/20251108/17573193/Mamdani-BLASTED-over-visit-to-Mosque-linked-to.htm,2025-11-08,One News Page,Controversy,Negative,center
Mamdani’s victory speech previews class warfare in New York - The Washington Post,The mayor-elect divides New Yorkers into two groups: the oppressed and their oppressors.,https://www.washingtonpost.com/opinions/2025/11/08/zohran-mamdani-class-warfare-new-york-mayor/,2025-11-08,The Washington Post,Controversy,Negative,left
